userName,content,score,thumbsUpCount,at,sentiment_label
김영례,아주 요긴합니다,5,0,2023-08-09 20:24:29,1
Eungkoo Lee,최고입니다,5,0,2023-12-11 07:15:34,1
정충교,굿,5,0,2022-12-02 00:15:15,1
jaewook kim,굿 잘썼음,5,0,2023-02-15 17:39:31,1
김소연,너무 잘사용중입니다. 혜택이좋아요,5,0,2024-01-30 20:37:01,1
전준민,굿잡,5,0,2023-12-16 01:54:18,1
정승재,좋아요,5,0,2023-04-09 19:08:07,1
고재설,지출내용확인,5,0,2024-07-22 20:35:44,1
박준,좋아요 편리해요,5,0,2023-02-23 13:00:24,1
유황순,일단은혜택을받아서기분짱이지요 앞으로더혜택기대합니다,5,0,2023-08-02 07:14:47,1
Gunsoo Kang,좋아요 만족합니다.,5,0,2023-09-04 11:32:04,1
태봉노,지역 소상공인들께 큰 힘이 되도록 지역화폐 사용처를 활성화 시켜주셨으면 합니다.,5,0,2023-06-26 16:26:25,1
bb aa,혐오스러운 국민의힘 양주시장. 인센티브를 낮춰버렸네? 총선때 두고보자.,5,0,2023-11-05 15:56:27,1
연세우유,🐳연세우유🐳,5,0,2023-04-14 14:08:56,1
이동근,아주좋아요 ~~~~~^^,5,0,2023-11-09 14:54:46,1
Yoobin Kim,저는 지역화폐 쓴지는 4년 됩니다 화성에 살지만 안산 옆동네 살아서 안산가면 안산카드 동네에선 화성카드 2개 가지고 씁니다~그래서 인센티브 짭잡하게 몇백만원 받았어요~너무 좋아요 지역카드 꼭 쓰세요~복지예요,5,0,2024-01-30 20:44:01,1
김순자,편리하고 카드 보단 이익이 있는점,5,0,2024-05-02 14:52:20,1
안명희,살림하는 주부에겐 도움이 많이 됩니다,5,0,2024-06-04 10:20:40,1
이민우,나름 기관관련 어플 중에 문제없이 잘 사용합니다. 좋아요.,5,2,2022-11-09 23:04:30,1
박 Park신범 Shinbeom,좋아요~,5,0,2024-04-01 00:01:11,1
박준,좋아요 편리해요,5,0,2023-02-23 13:00:24,1
정승재,좋아요 굿앱입니다,5,0,2024-02-02 08:28:22,1
이상미,보기 편하고 사용하기도 편해서 잘 사용하고 있습니다. 감사합니다.,5,0,2023-08-10 17:13:53,1
김관권,편리하게 사용할수 있어요.,5,0,2023-08-01 15:50:30,1
이동근,아주좋아요 ~~~~~^^,5,0,2023-11-09 14:54:46,1
김정운,그동안지원금을 사용을 해봐서 디시마트 편의점 가게 문구 다이소 여러군대를 다니면서 쇼핑중독 처럼 갖고싶은것들 팔요한물건들을 사닌간 평화롭고 자유로운 시대였습니다,5,3,2022-12-11 19:30:03,1
tedd chang,고양시만 6프로에요ㅠ .. 그나마 7프로네요 8월부터 !! 지역차별하나요 암튼 잘되네요 어플깔끔. (이재명 돌아와~~~),5,0,2023-08-01 16:07:24,1
Jungmi Yang,널리 이용해야 할 앱~,5,0,2023-10-30 08:11:31,1
세만천,잘쓰고있는데요. 로그인 로그아웃기능이 없는게맞나요?. 가족꺼관리하는데 앱지웠다깔았다밖에 방법이없어보여서 불편합니다,5,0,2023-06-05 12:59:06,1
이정호,생활에 정말 필요한 카드입니다,5,1,2022-12-07 19:23:54,1
세세마밍,혜택도 좋고 부천에서 사용하기 좋아요,5,0,2024-01-31 15:25:11,1
이윤옥,간단해서 어르신들도 이용이 편합니다.,5,1,2023-08-19 17:05:10,1
원창희,편하게 충전하고 사용하지만 파주페이 사용 안되는 가맹점이 난무함. 병원과약국. 안되는곳 많음,5,1,2022-12-30 20:57:54,1
이정호,생활에 정말 필요한 카드입니다,5,1,2022-12-07 19:23:54,1
남성이선규,감사합니다,5,0,2024-05-04 16:55:47,1
박평규,최고,5,0,2023-07-21 10:05:59,1
정석재,경기도에 최적앱🍌,5,0,2024-07-02 06:58:11,1
남성이선규,감사합니다,5,0,2024-05-04 16:55:47,1
Hiedy토니맘,쓰기편해요.,5,0,2024-04-09 07:02:58,1
이윤옥,간단해서 어르신들도 이용이 편합니다.,5,1,2023-08-19 17:05:10,1
청운거사,너무 잘 사용하고 있으며 지자체 지원과 사용 가맹점이 더 확대되었으면 좋겠네요,5,1,2024-04-12 16:28:28,1
김동민,한 5분 10분 사이에 또 잘 나오네요. 😒 ----- 현재 최신버전(453.001.00) 사용 중인데 앱 메인화면 최상단 카드 잔액 표시되는 부분이 이상하네요. 카드 신청하기 카드 등록하기 버튼이 나옵니다. 하단 내 지갑 버튼 눌러서 들어가보면 카드 잘 등록되어 있는데요.,5,0,2023-03-15 18:15:39,1
강경석,매우유요압니다,5,0,2022-11-23 15:11:15,1
이선종,이용에 도움이 많이 됩니다,5,0,2024-01-30 19:22:31,1
유준상,편리함,5,0,2022-12-18 14:12:14,1
이병찬,모든 경기도 지역에서 쓸수있어서 좋은데요 시흥시 김포시 성남시 왜 없어요?,5,0,2023-01-30 09:52:39,1
김경준,굿이요~~잘쓰고 있습니다~,5,0,2023-08-16 15:22:06,1
태봉노,지역 소상공인들께 큰 힘이 되도록 지역화폐 사용처를 활성화 시켜주셨으면 합니다.,5,0,2023-06-26 16:26:25,1
Lee이영일,너무 편히 사용중입니다,5,0,2023-08-14 16:29:39,1
전준민,굿잡,5,0,2023-12-16 01:54:18,1
임남규,줗아요,5,0,2023-04-04 10:50:29,1
이현종,계속 사용하고 있는데 좋음..,5,0,2023-08-01 19:17:45,1
이명희,충전하기 좋아요~~,5,0,2024-05-03 10:43:06,1
천철희,인센티브 상향조정 감사합니다,5,0,2023-09-01 09:19:59,1
세세마밍,혜택도 좋고 부천에서 사용하기 좋아요,5,0,2024-01-31 15:25:11,1
김현덕,사용이 편하고 좋아요!...?,5,0,2023-02-05 09:08:13,1
김종우,10프로 희망합니다,5,0,2023-03-08 07:39:44,1
TV박희용,설명이 자세하고 알아듣기 좋아요,5,0,2024-02-18 06:59:07,1
행운이,그냥 좋음 ㅎ,5,0,2024-05-18 19:39:34,1
Twenty Song,혜택이 장난 아니네.,5,0,2024-05-28 18:01:35,1
bb aa,혐오스러운 국민의힘 양주시장. 인센티브를 낮춰버렸네? 총선때 두고보자.,5,0,2023-11-05 15:56:27,1
신기숙,편리하고 할인되는것 좋아요,5,0,2023-10-09 01:09:46,1
이민우,나름 기관관련 어플 중에 문제없이 잘 사용합니다. 좋아요.,5,2,2022-11-09 23:04:30,1
김영례,아주 요긴합니다,5,0,2023-08-09 20:24:29,1
이진권,글씨체 커서 아주좋아요ㆍ,5,0,2024-01-30 11:41:18,1
세세마밍,혜택도 좋고 부천에서 사용하기 좋아요,5,0,2024-01-31 15:25:11,1
Jae Chun Eom,최고의 아이디어로 일반인 들에게 꼭 필요한 제도임 이 아이디어 제안자에게 끔찍한 포상을 반드시 주셔야 할 것입니다 정말 최고의 입니다 감사히 잘 사용하고 있습니다,5,2,2023-09-21 15:14:52,1
대한독립만세,사용학기 편리합니다,5,0,2023-08-09 10:41:59,1
Z Z,유용해요,5,0,2023-08-19 14:42:45,1
iparkjh,아주 아주 좋아요,5,0,2024-05-03 16:32:02,1
청아인,몆년동안 지역카드 사용중인데요 올해 업그래드 되서 사용하는데 얼마나 유용하게 사용하는지 넘넘 좋읍니다.,5,0,2024-02-10 07:31:09,1
장옥련,가맹점이 많아 사용하기 편하며 분실시에도 서비스가좋아 재발행되었고 편합니다,5,1,2023-08-07 13:23:20,1
김성우,굿~ 좋아요!,5,0,2024-02-03 22:45:58,1
박 Park신범 Shinbeom,좋아요~,5,0,2024-04-01 00:01:11,1
류연수,환불 어떻게하나요,5,0,2024-02-17 21:00:08,1
정석재,경기도에 최적앱🍌,5,0,2024-07-02 06:58:11,1
